Date,Open,High,Low,Close,Volume,Adj Close
2010-09-01,247.46999,251.459988,99.209999,250.330002,174259400,32.432643
2010-09-02,251.26001,252.169991,99.25,252.169991,103856900,32.671031
2010-09-03,255.090004,258.779995,99.32,258.770008,130197200,33.526126
2010-09-07,256.639999,259.529999,99.339996,257.810013,85639400,33.401749
2010-09-08,259.779991,264.390003,99.419998,262.92001,131637800,34.063798
2010-09-09,265.040005,266.520012,99.620003,263.07,109643800,34.083231
2010-09-10,263.190002,264.499992,99.639999,263.410007,96885600,34.127282
2010-09-13,265.819996,268.279999,99.739998,267.039997,97195000,34.597582
2010-09-14,266.209991,269.170006,99.809998,268.059994,102037600,34.729732
2010-09-15,268.17001,270.379993,99.870003,270.21999,107342200,35.009581
2010-09-16,270.23999,276.669991,99.949997,276.569988,163025800,35.832283
2010-09-17,277.689987,277.960007,100.110001,275.369987,158619300,35.676812
2010-09-20,276.07999,283.780006,100.150002,283.230007,164669400,36.695153
2010-09-21,283.860008,287.349995,100.190002,283.769993,167018600,36.765113
2010-09-22,282.709995,287.979996,100.269997,287.750004,146322400,37.280761
2010-09-23,286.329998,292.759998,100.300003,288.919991,196529200,37.432344
2010-09-24,292.10001,293.530003,100.400002,292.319988,162372000,37.872846
2010-09-27,293.98,294.730003,100.449997,291.159988,120708700,37.722557
2010-09-28,291.769989,291.769989,100.5,286.859997,258760600,37.165452
2010-09-29,287.229992,289.809998,100.529999,287.369995,117411000,37.231528
2010-09-30,288.999992,289.999989,100.540001,283.749992,168347900,36.762522
2010-10-01,286.149994,286.57999,100.580002,282.520004,112035700,36.603165
2010-10-04,281.60001,282.900013,100.589996,278.639996,108825500,36.100473
2010-10-05,281.999992,289.449989,100.610001,288.939991,125491800,37.434935
2010-10-06,289.589993,291.989994,100.699997,289.19001,167717200,37.467328
2010-10-07,290.339996,290.48,100.860001,289.219997,102099900,37.471213
2010-10-08,291.709988,294.500011,100.959999,294.069988,164600800,38.099576
2010-10-11,294.73999,297.239994,101.080002,295.360004,106938300,38.26671
2010-10-12,295.409992,299.499992,101.199997,298.539997,139636000,38.678708
2010-10-13,300.200008,301.959995,101.269997,300.140007,157523100,38.886005
2010-10-14,301.690002,302.469994,101.279999,302.30999,108824100,39.167147
2010-10-15,307.439987,315,101.370003,314.739994,230548500,40.777572
2010-10-18,318.470013,319.000011,101.440002,317.999989,273252700,41.199936
2010-10-19,303.400002,313.770012,101.5,309.489994,308196000,40.097385
2010-10-20,308.999996,314.249996,101.559998,310.529991,180406100,40.232126
2010-10-21,312.359993,314.739994,101.559998,309.520008,137865000,40.101273
2010-10-22,309.070011,310.039993,101.779999,307.470001,93194500,39.835675
2010-10-25,309.090012,311.600002,102,308.839993,98115500,40.013171
2010-10-26,306.869987,309.740013,102.199997,308.049988,98232400,39.910818
2010-10-27,307.650005,309.89999,102.410004,307.830009,99750700,39.882318
2010-10-28,307.950012,308,102.529999,305.23999,137762800,39.546756
2010-10-29,304.230007,305.880005,102.599998,300.98,107627800,38.994834
2010-11-01,302.220001,305.599998,102.720001,304.179993,105972300,39.409423
2010-11-02,307.000004,310.19001,102.75,309.360004,108482500,40.080543
2010-11-03,311.37001,312.880005,102.82,312.800003,127087100,40.526228
2010-11-04,315.449997,320.180012,103.129997,318.270008,160622000,41.234919
2010-11-05,317.990002,319.570011,103.5,317.130009,90313300,41.087222
2010-11-08,317.199997,319.769989,103.629997,318.620003,70439600,41.280264
2010-11-09,321.049992,321.300011,103.68,316.079998,95886000,40.951183
2010-11-10,316.640011,318.769993,103.849998,318.030003,96056800,41.203824
2010-11-11,315,318.399998,103.910004,316.649998,90321000,41.025032
2010-11-12,315.999996,316.500008,104,308.029987,198961700,39.908227
2010-11-15,308.460011,310.540005,104.080002,307.040005,100901500,39.779965
2010-11-16,305.720001,307.599991,104.410004,301.59,164412500,39.073865
2010-11-17,301.200005,303.990002,104.510002,300.499989,119862400,38.932644
2010-11-18,305.199989,309.669998,104.529999,308.429996,123622800,39.960052
2010-11-19,307.970013,308.400009,104.589996,306.730011,96210800,39.739802
2010-11-22,306.679996,313.359989,104.620003,313.359989,98268800,40.598779
2010-11-23,310.449989,311.749992,104.629997,308.730003,129861900,39.998921
2010-11-24,312.000011,315.400009,104.699997,314.799995,103431300,40.785346
2010-11-26,313.739998,317.700008,104.769997,315,59396400,40.811259
2010-11-29,315.500011,317.480003,104.82,316.870003,111446300,41.053535
2010-11-30,313.539993,314.360012,104.879997,311.150005,125464500,40.312455
2010-12-01,315.269993,317.749996,104.889999,316.400005,115437700,40.992643
2010-12-02,317.529991,319.000011,104.959999,318.150005,115709300,41.219372
2010-12-03,317.010006,318.64999,105.050003,317.440002,85523200,41.127384
2010-12-06,318.640003,322.329994,105.059998,320.149998,112120400,41.47849
2010-12-07,323.799988,323.990005,105.139999,318.210007,97863500,41.227146
2010-12-08,319.630013,321.020004,105.190002,321.009991,80483900,41.58991
2010-12-09,322.12999,322.500011,105.199997,319.760002,73537800,41.427962
2010-12-10,319.650013,321.049992,105.209999,320.559994,65627800,41.531609
2010-12-13,324.369987,325.05999,105.239998,321.670006,109953900,41.675422
2010-12-14,321.730007,322.540012,105.279999,320.290001,87752000,41.496629
2010-12-15,320.000008,322.999996,105.349998,320.359989,104328000,41.505696
2010-12-16,321.089993,322.610001,105.410004,321.249996,80507700,41.621005
2010-12-17,321.630005,321.790009,105.5,320.610008,96732300,41.538089
2010-12-20,321.599991,323.249989,105.519997,322.209991,96402600,41.745382
2010-12-21,322.999996,324.389988,105.57,324.199997,64088500,42.003206
2010-12-22,324.360001,325.720005,105.620003,325.159992,66480400,42.127583
2010-12-23,324.999989,325.150005,105.639999,323.60001,55789300,41.925472
2010-12-27,322.850006,325.439999,105.650002,324.680008,62454000,42.065396
2010-12-28,325.909996,326.66,105.809998,325.470013,43981000,42.167749
2010-12-29,326.21999,326.450008,105.830002,325.290009,40784800,42.144427
2010-12-30,325.48,325.509987,105.900002,323.660011,39373600,41.933246
2010-12-31,322.950008,323.480007,105.900002,322.560013,48377000,41.79073
2011-01-03,325.640003,330.260002,106.059998,329.57,111284600,42.698941
2011-01-04,332.439999,332.5,106.160004,331.290012,77270200,42.921785
2011-01-05,329.549999,334.339989,106.18,334.000008,63879900,43.272891
2011-01-06,334.719997,335.249996,106.18,333.729988,75107200,43.237907
2011-01-07,333.989994,336.349995,106.230003,336.120003,77982800,43.547557
2011-01-10,338.829998,343.229992,106.260002,342.450001,112140000,44.367668
2011-01-11,344.87999,344.959991,106.290001,341.639996,111027000,44.262724
2011-01-12,343.249992,344.429993,106.309998,344.420006,75647600,44.622901
2011-01-13,345.159996,346.640003,106.349998,345.680008,74195100,44.786147
2011-01-14,345.889999,348.479992,106.360001,348.479992,77210000,45.148911
2011-01-18,329.520012,344.759987,106.449997,340.650013,470249500,44.134463
2011-01-19,348.350002,348.599995,106.5,338.840012,283903200,43.89996
2011-01-20,336.429996,338.299999,106.550003,332.680004,191197300,43.101872
2011-01-21,333.769989,334.880001,106.599998,326.720001,188600300,42.329697
2011-01-24,326.869991,337.449993,106.660004,337.449993,143670800,43.71987
2011-01-25,336.329994,341.439991,106.68,341.39999,136717000,44.231629
2011-01-26,342.959999,345.600006,106.699997,343.850006,126718900,44.549052
2011-01-27,343.779991,344.689999,106.82,343.209991,71256500,44.466132
2011-01-28,344.169987,344.400005,106.82,336.100002,148014300,43.544965
2011-01-31,335.799995,340.040012,106.860001,339.319996,94311700,43.962146
2011-02-01,341.299988,345.649994,106.940002,345.030006,106658300,44.701933
2011-02-02,344.449993,345.250011,107.07,344.320004,64738800,44.609945
2011-02-03,343.799992,344.240002,107.160004,343.44001,98449400,44.495933
2011-02-04,343.639988,346.700005,107.18,346.5,80460100,44.892384
2011-02-07,347.889992,353.250008,107.199997,351.87999,121255400,45.589413
2011-02-08,353.680004,355.519993,107.209999,355.200012,95260200,46.019554
2011-02-09,355.189999,358.999992,107.239998,358.16,120686300,46.403049
2011-02-10,357.389996,359.999989,107.309998,354.539997,232137500,45.934043
2011-02-11,354.749989,357.799992,107.349998,356.85001,91893200,46.233327
2011-02-14,356.790009,359.480003,107.360001,359.179996,77604100,46.535199
2011-02-15,359.19001,359.970001,107.510002,359.900013,71043700,46.628484
2011-02-16,360.800007,364.899994,107.550003,363.129993,120289400,47.046959
2011-02-17,357.249992,360.270008,107.68,358.300003,132645800,46.421188
2011-02-18,358.709999,359.500004,107.720001,350.560013,204014300,45.418398
2011-02-22,342.149994,345.400002,107.760002,338.609993,218138900,43.870159
2011-02-23,338.769997,344.640011,107.779999,342.619991,167963600,44.389692
2011-02-24,344.019997,345.150009,107.800003,342.879997,124975200,44.423378
2011-02-25,345.259998,348.430004,107.849998,348.160011,95004700,45.107455
2011-02-28,351.240002,355.049995,107.849998,353.210007,100768500,45.76173
2011-03-01,355.470005,355.719997,107.860001,349.309998,114034200,45.256446
2011-03-02,349.959999,354.350006,107.949997,352.119995,150647700,45.620508
2011-03-03,357.189991,359.789997,108.010002,359.560005,125197100,46.584433
2011-03-04,360.070004,360.290009,108.010002,359.999989,113316700,46.641437
2011-03-07,361.399994,361.669987,108.050003,355.359989,136530800,46.040281
2011-03-08,354.909992,357.400009,108.080002,355.759998,89079200,46.092106
2011-03-09,354.689987,354.760002,108.110001,352.46999,113326500,45.665854
2011-03-10,349.120007,349.770008,108.120003,346.669991,126884800,44.914408
2011-03-11,345.330013,352.32,108.129997,351.990005,117770100,45.603667
2011-03-14,353.179993,356.479988,108.169998,353.560001,108989300,45.807075
2011-03-15,342.100006,347.840004,108.199997,345.429989,180270300,44.753754
2011-03-16,342.000004,343,108.209999,330.01001,290502800,42.755949
2011-03-17,336.830006,339.609989,108.25,334.639996,164855600,43.355808
2011-03-18,337.130013,338.199997,108.269997,330.669998,188303500,42.841456
2011-03-21,335.990013,339.740005,108.339996,339.299995,102350500,43.959555
2011-03-22,342.55999,342.619991,108.360001,341.200012,81480700,44.20572
2011-03-23,339.279995,340.21999,108.400002,339.190006,93249100,43.945305
2011-03-24,341.849987,345.999989,108.5,344.970005,101178000,44.694159
2011-03-25,348.069996,352.059994,108.510002,351.540009,112227500,45.545366
2011-03-28,353.150005,354.319992,108.529999,350.44001,77338800,45.40285
2011-03-29,347.66,350.959995,108.550003,350.959995,88225200,45.470219
2011-03-30,350.639988,350.879993,108.599998,348.630009,82351500,45.168347
2011-03-31,346.359997,349.799995,108.599998,348.510006,68504800,45.1528
2011-04-01,351.110012,351.589996,108.660004,344.560009,104665400,44.64104
2011-04-04,344.30999,344.60001,108.669998,341.189999,115021200,44.204423
2011-04-05,336.990009,342.249996,108.699997,338.889999,120682800,43.906436
2011-04-06,341.220013,343.899994,108.730003,338.039993,100634800,43.79631
2011-04-07,338.099995,340.430008,108.800003,338.079994,93361800,43.801492
2011-04-08,339.92001,340.150002,108.800003,335.060005,94383800,43.410224
2011-04-11,334.060009,335.670006,108.830002,330.799988,99736700,42.858298
2011-04-12,330.489994,333.729988,108.830002,332.399998,106409800,43.065594
2011-04-13,335.020004,336.140003,108.849998,336.12999,86555000,43.548851
2011-04-14,334.799999,336,108.879997,332.419998,75450200,43.068186
2011-04-15,333.299992,333.639999,108.910004,327.459991,113401400,42.425569
2011-04-18,326.099987,332.230007,108.980003,331.849998,152474700,42.994337
2011-04-19,333.099987,337.979992,109.019997,337.859989,104844600,43.772988
2011-04-20,343.509998,345.749996,109.029999,342.41,175166600,44.362486
2011-04-21,355.000008,355.129997,109.029999,350.699989,188452600,45.436533
2011-04-25,350.340008,353.749992,109.07,353.010002,66636500,45.735817
2011-04-26,353.620003,354.989994,109.129997,350.42001,84700000,45.400259
2011-04-27,352.239998,352.349987,109.160004,350.14999,89053300,45.365275
2011-04-28,346.190006,349.750008,109.190002,346.749992,90239800,44.924773
2011-04-29,346.780006,353.949997,109.199997,350.12999,251586300,45.362684
2011-05-02,349.739994,350.469997,109.209999,346.279995,110678400,44.863881
2011-05-03,347.989994,349.890011,109.349998,348.200012,78337000,45.112637
2011-05-04,348.259987,351.830002,109.370003,349.570004,97312600,45.290133
2011-05-05,348.39999,350.950008,109.410004,346.749992,83992300,44.924773
2011-05-06,349.690006,350,109.419998,346.660004,70033600,44.913114
2011-05-09,347.860004,349.200008,109.459999,347.599998,51186800,45.0349
2011-05-10,348.889988,349.690006,109.489998,349.450001,70522900,45.274585
2011-05-11,349.020004,350,109.550003,347.230003,84000000,44.986963
2011-05-12,346.119991,347.119987,109.559998,346.569988,80500000,44.901452
2011-05-13,345.660007,346.250008,109.580002,340.499996,81529000,44.115027
2011-05-16,339.199993,341.220013,109.629997,333.299992,112443800,43.182197
2011-05-17,331.999989,336.140003,109.660004,336.140003,113083600,43.550148
2011-05-18,336.469997,341.049995,109.699997,339.869995,83694100,44.033404
2011-05-19,342.080006,342.41,109.720001,340.53001,65292500,44.118915
2011-05-20,339.560001,340.949993,109.730003,335.220009,84492100,43.430954
2011-05-23,329.970009,335.98,109.769997,334.39999,95900000,43.324713
2011-05-24,335.499989,335.899998,109.769997,332.190006,80481800,43.038388
2011-05-25,333.430008,338.560005,109.790001,336.779991,73556000,43.633064
2011-05-26,335.970013,336.890007,109.900002,335.000004,55640200,43.40245
2011-05-27,334.799999,337.629997,110.010002,337.409992,50899800,43.714687
2011-05-31,341.10001,347.82999,110.019997,347.82999,104438600,45.064697
2011-06-01,348.869987,352.130009,110.040001,345.509991,138670700,44.764119
2011-06-02,346.5,347.980007,110.07,346.099991,84695800,44.840559
2011-06-03,343.180004,345.330013,110.110001,343.44001,78312500,44.495933
2011-06-06,345.700008,347.049999,110.209999,338.039993,115485300,43.79631
2011-06-07,338.17001,338.219997,110.209999,332.039989,132446300,43.018952
2011-06-08,331.78001,334.799999,110.269997,332.239994,83430900,43.044864
2011-06-09,333.250004,333.669987,110.269997,331.48999,68772200,42.947694
2011-06-10,330.549995,331.660007,110.32,325.900009,108488800,42.223459
2011-06-13,327.200012,328.309998,110.330002,326.599998,82368300,42.314149
2011-06-14,329.999996,333.250004,110.349998,332.439999,83642300,43.070777
2011-06-15,329.750004,330.300003,110.489998,326.749989,99799000,42.333582
2011-06-16,326.900005,328.679993,110.529999,325.159992,127647800,42.127583
2011-06-17,328.990013,329.249992,110.529999,320.259987,153755000,41.49274
2011-06-20,317.360001,317.700008,110.599998,315.320007,160161400,40.852719
2011-06-21,316.680012,325.800007,110.660004,325.299995,123345600,42.145721
2011-06-22,325.159992,328.899998,110.68,322.610001,97645800,41.797207
2011-06-23,318.94001,331.689995,110.800003,331.230011,139939800,42.914011
2011-06-24,331.369987,333.150002,110.82,326.350006,109951800,42.28176
2011-06-27,327.590008,333.900005,110.949997,332.039989,84953400,43.018952
2011-06-28,333.650013,336.699989,111,335.26001,73574900,43.436136
2011-06-29,336.040001,336.369995,111.209999,334.040009,88136300,43.278074
2011-06-30,334.699997,336.12999,111.230003,335.670006,80738700,43.489255
2011-07-01,335.950012,343.500011,111.269997,343.260006,108828300,44.472612
2011-07-05,343,349.830009,111.330002,349.43,88763500,45.271994
2011-07-06,348.949989,354.099987,111.339996,351.759987,111156500,45.573866
2011-07-07,354.669987,357.999996,111.389999,357.200005,99915900,46.278672
2011-07-08,353.339996,359.999989,111.400002,359.709995,122408300,46.603865
2011-07-11,356.340012,359.769997,111.440002,354.000011,110668600,45.864083
2011-07-12,353.529987,357.679989,111.529999,353.749992,112902300,45.83169
2011-07-13,358.32999,359.999989,111.540001,358.019997,97909700,46.38491
2011-07-14,361.009998,361.610012,111.540001,357.770004,107633400,46.352521
